[2022-06-23 09:30:03:0585] | Info     | Manager.cpp              -L1655: ---------------------Start call Mv3dRgbd.dll start--------------------
[2022-06-23 10:23:25:0022] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[120] to [147].
[2022-06-23 10:23:28:0527] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [170].
[2022-06-23 10:23:28:0527] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[147] to [170].
[2022-06-23 10:23:31:0627] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [191].
[2022-06-23 10:23:31:0627] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[170] to [191].
[2022-06-23 10:23:38:0647] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [241].
[2022-06-23 10:23:38:0647] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[191] to [241].
[2022-06-23 10:23:48:0284] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [308].
[2022-06-23 10:23:48:0284] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[241] to [308].
[2022-06-23 10:23:57:0295] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [372].
[2022-06-23 10:23:57:0295] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[308] to [372].
[2022-06-23 10:24:06:0812] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [439].
[2022-06-23 10:24:06:0812] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[372] to [439].
[2022-06-23 15:55:05:0162] | Info     | Manager.cpp              -L1655: ---------------------Start call Mv3dRgbd.dll start--------------------
[2022-06-23 15:55:05:0162] | Info     | Manager.cpp              -L1659: Build Time[220615_14:20:53], SDK version[0x1000003].
[2022-06-23 15:55:05:0162] | Info     | Manager.cpp              -L1661: Mv3dRgbd.dll path [C:\Program Files (x86)\Common Files\Mv3dRgbdSDK\Runtime\Win64_x64\Mv3dRgbd.dll]
[2022-06-23 15:55:05:0162] | Info     | Manager.cpp              -L1662: Current ExE path [E:\Mv3dRgbdSDK\Sample\Open3D\bin\win64\debug\Open3D.exe]
[2022-06-23 15:55:05:0162] | Info     | Manager.cpp              -L1667: Config (C:\Program Files (x86)\Common Files\Mv3dRgbdSDK\Runtime\Win64_x64\Mv3dRgbdCfg.ini) exist .
[2022-06-23 15:55:05:0162] | Info     | Manager.cpp              -L1674: DebugMode[0], nLogSize[100].
[2022-06-23 15:55:05:0162] | Info     | Manager.cpp              -L1082: [Init] Begin.
[2022-06-23 15:55:05:0163] | Info     | Manager.cpp              -L1115: [Init] end success.
[2022-06-23 15:55:05:0163] | Info     | Manager.cpp              -L0465: [BindDevBySomeWay] start. chParm[00K14280159].
[2022-06-23 15:55:05:0163] | Info     | CameraModule.cpp         -L0085: [Enum] begin.
[2022-06-23 15:55:05:0297] | Info     | CameraModule.cpp         -L0102: [Enum] enum by gige sdk, get camera num:[1].
[2022-06-23 15:55:05:0297] | Info     | CameraModule.cpp         -L0105: [Enum] end success.
[2022-06-23 15:55:05:0297] | Info     | Manager.cpp              -L0569: [CompareBindParm] param bFind[1]  nFindNum[0] .
[2022-06-23 15:55:05:0297] | Info     | Manager.cpp              -L1042: [CreateHandle] begin.
[2022-06-23 15:55:05:0297] | Info     | CameraModule.cpp         -L0156: [CreateHandle] Get Gige Sdk version:(0x4000004).
[2022-06-23 15:55:05:0360] | Info     | Manager.cpp              -L1075: [CreateHandle] end success.
[2022-06-23 15:55:05:0360] | Info     | Manager.cpp              -L0494: [BindDevBySomeWay] end. chParm[00K14280159].
[2022-06-23 15:55:05:0360] | Info     | Manager.cpp              -L0382: [BindDevice] bind device SN[00K14280159] Model[MV-EB435i] ip[2bdf00K14280159] SubNetmask[] gateway[].
[2022-06-23 15:55:05:0360] | Info     | Manager.cpp              -L0933: [ConnectDevice] begin.
[2022-06-23 15:55:05:0579] | Info     | Manager.cpp              -L0978: [ConnectDevice] Get BufferNode count from C:\Program Files (x86)\Common Files\Mv3dRgbdSDK\Runtime\Win64_x64\Mv3dRgbdCfg.ini\BufferNode, value[5].
[2022-06-23 15:55:05:0579] | Info     | Manager.cpp              -L0986: [ConnectDevice] SetImageNodeNum value[5].
[2022-06-23 15:55:05:0581] | Info     | CameraModule.cpp         -L0945: camera module MV_CC_SetEnumValue:strKey(CameraWorkingMode) nValue(4).
[2022-06-23 15:55:05:0583] | Info     | CameraModule.cpp         -L0945: camera module MV_CC_SetEnumValue:strKey(ImageMode) nValue(2).
[2022-06-23 15:55:05:0585] | Info     | CameraModule.cpp         -L0930: camera module MV_CC_SetBoolValue: strKey(ChunkModeActive) bValue(1).
[2022-06-23 15:55:05:0585] | Info     | CameraModule.cpp         -L0945: camera module MV_CC_SetEnumValue:strKey(ChunkSelector) nValue(24).
[2022-06-23 15:55:05:0587] | Info     | CameraModule.cpp         -L0930: camera module MV_CC_SetBoolValue: strKey(ChunkEnable) bValue(1).
[2022-06-23 15:55:05:0587] | Error    | Manager.cpp              -L0898: m_nDeviceType:00000004.
[2022-06-23 15:55:05:0588] | Info     | CameraModule.cpp         -L0945: camera module MV_CC_SetEnumValue:strKey(ChunkSelector) nValue(19).
[2022-06-23 15:55:05:0589] | Info     | CameraModule.cpp         -L0930: camera module MV_CC_SetBoolValue: strKey(ChunkEnable) bValue(1).
[2022-06-23 15:55:05:0589] | Info     | Manager.cpp              -L1035: [ConnectDevice] end success.
[2022-06-23 15:55:05:0589] | Info     | Manager.cpp              -L1482: [Start] begin.
[2022-06-23 15:55:12:0971] | Info     | Manager.cpp              -L1655: ---------------------Start call Mv3dRgbd.dll start--------------------
[2022-06-23 15:55:12:0971] | Info     | Manager.cpp              -L1659: Build Time[220615_14:20:53], SDK version[0x1000003].
[2022-06-23 15:55:12:0971] | Info     | Manager.cpp              -L1661: Mv3dRgbd.dll path [C:\Program Files (x86)\Common Files\Mv3dRgbdSDK\Runtime\Win64_x64\Mv3dRgbd.dll]
[2022-06-23 15:55:12:0971] | Info     | Manager.cpp              -L1662: Current ExE path [E:\Mv3dRgbdSDK\Sample\Open3D\bin\win64\debug\Open3D.exe]
[2022-06-23 15:55:12:0971] | Info     | Manager.cpp              -L1667: Config (C:\Program Files (x86)\Common Files\Mv3dRgbdSDK\Runtime\Win64_x64\Mv3dRgbdCfg.ini) exist .
[2022-06-23 15:55:12:0971] | Info     | Manager.cpp              -L1674: DebugMode[0], nLogSize[100].
[2022-06-23 15:55:12:0971] | Info     | Manager.cpp              -L1082: [Init] Begin.
[2022-06-23 15:55:12:0972] | Info     | Manager.cpp              -L1115: [Init] end success.
[2022-06-23 15:55:12:0972] | Info     | Manager.cpp              -L0465: [BindDevBySomeWay] start. chParm[00K14280159].
[2022-06-23 15:55:12:0972] | Info     | CameraModule.cpp         -L0085: [Enum] begin.
[2022-06-23 15:55:13:0105] | Info     | CameraModule.cpp         -L0102: [Enum] enum by gige sdk, get camera num:[1].
[2022-06-23 15:55:13:0105] | Info     | CameraModule.cpp         -L0105: [Enum] end success.
[2022-06-23 15:55:13:0105] | Info     | Manager.cpp              -L0569: [CompareBindParm] param bFind[1]  nFindNum[0] .
[2022-06-23 15:55:13:0105] | Info     | Manager.cpp              -L1042: [CreateHandle] begin.
[2022-06-23 15:55:13:0105] | Info     | CameraModule.cpp         -L0156: [CreateHandle] Get Gige Sdk version:(0x4000004).
[2022-06-23 15:55:13:0165] | Info     | Manager.cpp              -L1075: [CreateHandle] end success.
[2022-06-23 15:55:13:0165] | Info     | Manager.cpp              -L0494: [BindDevBySomeWay] end. chParm[00K14280159].
[2022-06-23 15:55:13:0165] | Info     | Manager.cpp              -L0382: [BindDevice] bind device SN[00K14280159] Model[MV-EB435i] ip[2bdf00K14280159] SubNetmask[] gateway[].
[2022-06-23 15:55:13:0165] | Info     | Manager.cpp              -L0933: [ConnectDevice] begin.
[2022-06-23 15:55:13:0398] | Info     | Manager.cpp              -L0978: [ConnectDevice] Get BufferNode count from C:\Program Files (x86)\Common Files\Mv3dRgbdSDK\Runtime\Win64_x64\Mv3dRgbdCfg.ini\BufferNode, value[5].
[2022-06-23 15:55:13:0398] | Info     | Manager.cpp              -L0986: [ConnectDevice] SetImageNodeNum value[5].
[2022-06-23 15:55:13:0399] | Info     | CameraModule.cpp         -L0945: camera module MV_CC_SetEnumValue:strKey(CameraWorkingMode) nValue(4).
[2022-06-23 15:55:13:0400] | Info     | CameraModule.cpp         -L0945: camera module MV_CC_SetEnumValue:strKey(ImageMode) nValue(2).
[2022-06-23 15:55:13:0402] | Info     | CameraModule.cpp         -L0930: camera module MV_CC_SetBoolValue: strKey(ChunkModeActive) bValue(1).
[2022-06-23 15:55:13:0402] | Info     | CameraModule.cpp         -L0945: camera module MV_CC_SetEnumValue:strKey(ChunkSelector) nValue(24).
[2022-06-23 15:55:13:0404] | Info     | CameraModule.cpp         -L0930: camera module MV_CC_SetBoolValue: strKey(ChunkEnable) bValue(1).
[2022-06-23 15:55:13:0404] | Error    | Manager.cpp              -L0898: m_nDeviceType:00000004.
[2022-06-23 15:55:13:0404] | Info     | CameraModule.cpp         -L0945: camera module MV_CC_SetEnumValue:strKey(ChunkSelector) nValue(19).
[2022-06-23 15:55:13:0406] | Info     | CameraModule.cpp         -L0930: camera module MV_CC_SetBoolValue: strKey(ChunkEnable) bValue(1).
[2022-06-23 15:55:13:0406] | Info     | Manager.cpp              -L1035: [ConnectDevice] end success.
[2022-06-23 15:55:13:0406] | Info     | Manager.cpp              -L1482: [Start] begin.
[2022-06-23 15:55:13:0520] | Info     | Manager.cpp              -L1510: [Start] StartGrabbing success.
[2022-06-23 15:55:13:0520] | Info     | Manager.cpp              -L1516: [Start] end success.
[2022-06-23 15:55:13:0520] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [7].
[2022-06-23 15:55:13:0520] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[0] to [7].
[2022-06-23 15:55:13:0522] | Info     | Manager.cpp              -L2582: [DepthMapConvert] m_pDepthBuffer new success.
[2022-06-23 15:55:13:0522] | Info     | Manager.cpp              -L2603: [DepthMapConvert] m_pPointBuffer new success.
[2022-06-23 15:55:13:0522] | Info     | Manager.cpp              -L1872: [CamGetDeviceInfo] device SN[00K14280159] ModelName[MV-EB435i] ip[2bdf00K14280159] SubNetmask[] gateway[] 
[2022-06-23 15:55:13:0522] | Info     | Manager.cpp              -L2621: [DepthMapConvert] RGBDSensorCali camSerialNum(00K14280159).
[2022-06-23 15:55:13:0847] | Info     | CameraModule.cpp         -L1095: [FileAccessRead] MV_CC_FileAccessRead success.
[2022-06-23 15:55:13:0847] | Info     | DepthConvertVm.cpp       -L0076: [CDepthConvertVm::Init] begin.
[2022-06-23 15:55:13:0847] | Info     | DepthConvertVm.cpp       -L0042: [CDepthConvertVm::DeInit] begin.
[2022-06-23 15:55:13:0847] | Info     | DepthConvertVm.cpp       -L0068: [CDepthConvertVm::DeInit] end.
[2022-06-23 15:55:13:0847] | Info     | DepthConvertVm.cpp       -L0106: [CDepthConvertVm::Init] m_stBinoMemTab[0].size[384], m_stBinoMemTab[1].size[0].
[2022-06-23 15:55:13:0847] | Info     | DepthConvertVm.cpp       -L0158: [CDepthConvertVm::Init] MVB3D_BINOSTEREO_Create success.
[2022-06-23 15:55:13:0847] | Info     | DepthConvertVm.cpp       -L0169: [CDepthConvertVm::Init] end.
[2022-06-23 15:55:20:0191] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [54].
[2022-06-23 15:55:20:0191] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[7] to [54].
[2022-06-23 15:55:24:0573] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [85].
[2022-06-23 15:55:24:0573] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[54] to [85].
[2022-06-23 15:55:28:0851] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [115].
[2022-06-23 15:55:28:0851] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[85] to [115].
[2022-06-23 15:55:33:0413] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [141].
[2022-06-23 15:55:33:0413] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[115] to [141].
[2022-06-24 22:50:00:0590] | Info     | Manager.cpp              -L1655: ---------------------Start call Mv3dRgbd.dll start--------------------
[2022-06-24 22:50:00:0590] | Info     | Manager.cpp              -L1659: Build Time[220615_14:20:53], SDK version[0x1000003].
[2022-06-24 22:50:00:0590] | Info     | Manager.cpp              -L1661: Mv3dRgbd.dll path [C:\Program Files (x86)\Common Files\Mv3dRgbdSDK\Runtime\Win64_x64\Mv3dRgbd.dll]
[2022-06-24 22:50:00:0590] | Info     | Manager.cpp              -L1662: Current ExE path [E:\Mv3dRgbdSDK\Sample\Open3D\bin\win64\debug\Open3D.exe]
[2022-06-24 22:50:00:0590] | Info     | Manager.cpp              -L1667: Config (C:\Program Files (x86)\Common Files\Mv3dRgbdSDK\Runtime\Win64_x64\Mv3dRgbdCfg.ini) exist .
[2022-06-24 22:50:00:0590] | Info     | Manager.cpp              -L1674: DebugMode[0], nLogSize[100].
[2022-06-24 22:50:00:0590] | Info     | Manager.cpp              -L1082: [Init] Begin.
[2022-06-24 22:50:00:0592] | Info     | Manager.cpp              -L1115: [Init] end success.
[2022-06-24 22:50:00:0592] | Info     | Manager.cpp              -L0465: [BindDevBySomeWay] start. chParm[00K14280159].
[2022-06-24 22:50:00:0592] | Info     | CameraModule.cpp         -L0085: [Enum] begin.
[2022-06-24 22:50:00:0724] | Info     | CameraModule.cpp         -L0102: [Enum] enum by gige sdk, get camera num:[1].
[2022-06-24 22:50:00:0724] | Info     | CameraModule.cpp         -L0105: [Enum] end success.
[2022-06-24 22:50:00:0724] | Info     | Manager.cpp              -L0569: [CompareBindParm] param bFind[1]  nFindNum[0] .
[2022-06-24 22:50:00:0724] | Info     | Manager.cpp              -L1042: [CreateHandle] begin.
[2022-06-24 22:50:00:0724] | Info     | CameraModule.cpp         -L0156: [CreateHandle] Get Gige Sdk version:(0x4000004).
[2022-06-24 22:50:00:0797] | Info     | Manager.cpp              -L1075: [CreateHandle] end success.
[2022-06-24 22:50:00:0797] | Info     | Manager.cpp              -L0494: [BindDevBySomeWay] end. chParm[00K14280159].
[2022-06-24 22:50:00:0797] | Info     | Manager.cpp              -L0382: [BindDevice] bind device SN[00K14280159] Model[MV-EB435i] ip[2bdf00K14280159] SubNetmask[] gateway[].
[2022-06-24 22:50:00:0797] | Info     | Manager.cpp              -L0933: [ConnectDevice] begin.
[2022-06-24 22:50:01:0015] | Info     | Manager.cpp              -L0978: [ConnectDevice] Get BufferNode count from C:\Program Files (x86)\Common Files\Mv3dRgbdSDK\Runtime\Win64_x64\Mv3dRgbdCfg.ini\BufferNode, value[5].
[2022-06-24 22:50:01:0015] | Info     | Manager.cpp              -L0986: [ConnectDevice] SetImageNodeNum value[5].
[2022-06-24 22:50:01:0017] | Info     | CameraModule.cpp         -L0945: camera module MV_CC_SetEnumValue:strKey(CameraWorkingMode) nValue(4).
[2022-06-24 22:50:01:0019] | Info     | CameraModule.cpp         -L0945: camera module MV_CC_SetEnumValue:strKey(ImageMode) nValue(2).
[2022-06-24 22:50:01:0021] | Info     | CameraModule.cpp         -L0930: camera module MV_CC_SetBoolValue: strKey(ChunkModeActive) bValue(1).
[2022-06-24 22:50:01:0021] | Info     | CameraModule.cpp         -L0945: camera module MV_CC_SetEnumValue:strKey(ChunkSelector) nValue(24).
[2022-06-24 22:50:01:0023] | Info     | CameraModule.cpp         -L0930: camera module MV_CC_SetBoolValue: strKey(ChunkEnable) bValue(1).
[2022-06-24 22:50:01:0023] | Error    | Manager.cpp              -L0898: m_nDeviceType:00000004.
[2022-06-24 22:50:01:0023] | Info     | CameraModule.cpp         -L0945: camera module MV_CC_SetEnumValue:strKey(ChunkSelector) nValue(19).
[2022-06-24 22:50:01:0025] | Info     | CameraModule.cpp         -L0930: camera module MV_CC_SetBoolValue: strKey(ChunkEnable) bValue(1).
[2022-06-24 22:50:01:0025] | Info     | Manager.cpp              -L1035: [ConnectDevice] end success.
[2022-06-24 22:50:01:0025] | Info     | Manager.cpp              -L1482: [Start] begin.
[2022-06-24 22:50:07:0855] | Info     | Manager.cpp              -L1655: ---------------------Start call Mv3dRgbd.dll start--------------------
[2022-06-24 22:50:07:0855] | Info     | Manager.cpp              -L1659: Build Time[220615_14:20:53], SDK version[0x1000003].
[2022-06-24 22:50:07:0855] | Info     | Manager.cpp              -L1661: Mv3dRgbd.dll path [C:\Program Files (x86)\Common Files\Mv3dRgbdSDK\Runtime\Win64_x64\Mv3dRgbd.dll]
[2022-06-24 22:50:07:0855] | Info     | Manager.cpp              -L1662: Current ExE path [E:\Mv3dRgbdSDK\Sample\Open3D\bin\win64\debug\Open3D.exe]
[2022-06-24 22:50:07:0855] | Info     | Manager.cpp              -L1667: Config (C:\Program Files (x86)\Common Files\Mv3dRgbdSDK\Runtime\Win64_x64\Mv3dRgbdCfg.ini) exist .
[2022-06-24 22:50:07:0855] | Info     | Manager.cpp              -L1674: DebugMode[0], nLogSize[100].
[2022-06-24 22:50:07:0855] | Info     | Manager.cpp              -L1082: [Init] Begin.
[2022-06-24 22:50:07:0856] | Info     | Manager.cpp              -L1115: [Init] end success.
[2022-06-24 22:50:07:0856] | Info     | Manager.cpp              -L0465: [BindDevBySomeWay] start. chParm[00K14280159].
[2022-06-24 22:50:07:0856] | Info     | CameraModule.cpp         -L0085: [Enum] begin.
[2022-06-24 22:50:07:0985] | Info     | CameraModule.cpp         -L0102: [Enum] enum by gige sdk, get camera num:[1].
[2022-06-24 22:50:07:0985] | Info     | CameraModule.cpp         -L0105: [Enum] end success.
[2022-06-24 22:50:07:0985] | Info     | Manager.cpp              -L0569: [CompareBindParm] param bFind[1]  nFindNum[0] .
[2022-06-24 22:50:07:0985] | Info     | Manager.cpp              -L1042: [CreateHandle] begin.
[2022-06-24 22:50:07:0985] | Info     | CameraModule.cpp         -L0156: [CreateHandle] Get Gige Sdk version:(0x4000004).
[2022-06-24 22:50:08:0048] | Info     | Manager.cpp              -L1075: [CreateHandle] end success.
[2022-06-24 22:50:08:0048] | Info     | Manager.cpp              -L0494: [BindDevBySomeWay] end. chParm[00K14280159].
[2022-06-24 22:50:08:0048] | Info     | Manager.cpp              -L0382: [BindDevice] bind device SN[00K14280159] Model[MV-EB435i] ip[2bdf00K14280159] SubNetmask[] gateway[].
[2022-06-24 22:50:08:0048] | Info     | Manager.cpp              -L0933: [ConnectDevice] begin.
[2022-06-24 22:50:08:0276] | Info     | Manager.cpp              -L0978: [ConnectDevice] Get BufferNode count from C:\Program Files (x86)\Common Files\Mv3dRgbdSDK\Runtime\Win64_x64\Mv3dRgbdCfg.ini\BufferNode, value[5].
[2022-06-24 22:50:08:0276] | Info     | Manager.cpp              -L0986: [ConnectDevice] SetImageNodeNum value[5].
[2022-06-24 22:50:08:0277] | Info     | CameraModule.cpp         -L0945: camera module MV_CC_SetEnumValue:strKey(CameraWorkingMode) nValue(4).
[2022-06-24 22:50:08:0279] | Info     | CameraModule.cpp         -L0945: camera module MV_CC_SetEnumValue:strKey(ImageMode) nValue(2).
[2022-06-24 22:50:08:0280] | Info     | CameraModule.cpp         -L0930: camera module MV_CC_SetBoolValue: strKey(ChunkModeActive) bValue(1).
[2022-06-24 22:50:08:0280] | Info     | CameraModule.cpp         -L0945: camera module MV_CC_SetEnumValue:strKey(ChunkSelector) nValue(24).
[2022-06-24 22:50:08:0282] | Info     | CameraModule.cpp         -L0930: camera module MV_CC_SetBoolValue: strKey(ChunkEnable) bValue(1).
[2022-06-24 22:50:08:0282] | Error    | Manager.cpp              -L0898: m_nDeviceType:00000004.
[2022-06-24 22:50:08:0282] | Info     | CameraModule.cpp         -L0945: camera module MV_CC_SetEnumValue:strKey(ChunkSelector) nValue(19).
[2022-06-24 22:50:08:0283] | Info     | CameraModule.cpp         -L0930: camera module MV_CC_SetBoolValue: strKey(ChunkEnable) bValue(1).
[2022-06-24 22:50:08:0283] | Info     | Manager.cpp              -L1035: [ConnectDevice] end success.
[2022-06-24 22:50:08:0283] | Info     | Manager.cpp              -L1482: [Start] begin.
[2022-06-24 22:50:08:0399] | Info     | Manager.cpp              -L1510: [Start] StartGrabbing success.
[2022-06-24 22:50:08:0399] | Info     | Manager.cpp              -L1516: [Start] end success.
[2022-06-24 22:50:08:0450] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [11].
[2022-06-24 22:50:08:0450] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[0] to [11].
[2022-06-24 22:50:08:0452] | Info     | Manager.cpp              -L2582: [DepthMapConvert] m_pDepthBuffer new success.
[2022-06-24 22:50:08:0452] | Info     | Manager.cpp              -L2603: [DepthMapConvert] m_pPointBuffer new success.
[2022-06-24 22:50:08:0452] | Info     | Manager.cpp              -L1872: [CamGetDeviceInfo] device SN[00K14280159] ModelName[MV-EB435i] ip[2bdf00K14280159] SubNetmask[] gateway[] 
[2022-06-24 22:50:08:0452] | Info     | Manager.cpp              -L2621: [DepthMapConvert] RGBDSensorCali camSerialNum(00K14280159).
[2022-06-24 22:50:08:0721] | Info     | CameraModule.cpp         -L1095: [FileAccessRead] MV_CC_FileAccessRead success.
[2022-06-24 22:50:08:0722] | Info     | DepthConvertVm.cpp       -L0076: [CDepthConvertVm::Init] begin.
[2022-06-24 22:50:08:0722] | Info     | DepthConvertVm.cpp       -L0042: [CDepthConvertVm::DeInit] begin.
[2022-06-24 22:50:08:0722] | Info     | DepthConvertVm.cpp       -L0068: [CDepthConvertVm::DeInit] end.
[2022-06-24 22:50:08:0722] | Info     | DepthConvertVm.cpp       -L0106: [CDepthConvertVm::Init] m_stBinoMemTab[0].size[384], m_stBinoMemTab[1].size[0].
[2022-06-24 22:50:08:0722] | Info     | DepthConvertVm.cpp       -L0158: [CDepthConvertVm::Init] MVB3D_BINOSTEREO_Create success.
[2022-06-24 22:50:08:0722] | Info     | DepthConvertVm.cpp       -L0169: [CDepthConvertVm::Init] end.
[2022-06-24 22:50:11:0132] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [29].
[2022-06-24 22:50:11:0132] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[11] to [29].
[2022-06-24 22:50:17:0720] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [75].
[2022-06-24 22:50:17:0720] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[29] to [75].
